composition,log_target,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c
Li1.7Al0.7Ge1.3(PO4)3,-3.578396073,0,0.037433155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069518717,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.64171123,0.160427807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90791,0.0045651,8.25247,8.25247,20.6936
Li1.8Al0.8Ge0.8Ti0.4(PO4)3,-4.15490196,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0,0.638297872,0.159574468,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,2.47594,0.100253,12.29850975,6.08099689,18.51323658
Li1.8Al0.8Ge1.0Ti0.2(PO4)3,-4.522878745,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053191489,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0,0.638297872,0.159574468,0,0,0,0,0,0,0,0,0,0,0,0,0.010638298,0,0,0,0,0,2.08771,0.173348,15.0021705,7.74176699,13.73737333
Li1.8Al0.8Ge1.2(PO4)3,-3.863279433,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0,0.638297872,0.159574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90783,0,8.25004,8.25004,20.7062
Li1.8Cr0.8Ti1.2(PO4)3,-3.619788758,0,0,0,0,0,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0,0.638297872,0.159574468,0,0,0,0,0,0,0,0,0,0,0,0,0.063829787,0,0,0,0,0,2.29658,0.127032,13.3069866,10.99214917,11.04350546
Li1.8Sc0.8Ti1.2(PO4)3,-3.055517328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0,0.638297872,0.159574468,0,0,0,0,0.042553191,0,0,0,0,0,0,0,0.063829787,0,0,0,0,0,2.2104,0.140128,8.96938371,14.64220396,11.41776485
Li1.9Mn0.9Ga0.1Cl4,-6.625251654,0,0,0,0,0,0,0,0,0,0.579710145,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0,0.275362319,0,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87268,0.0905229,10.4881,10.4881,10.4881
Li10(Ge0.416Sn0.584)P2S12,-2.129011186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01664,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.02336,0,0,0,0,0,0,0,0,0,2.35287,0,8.72902,8.72902,12.7065
Li10(Ge0.776Sn0.224)P2S12,-1.850780887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03104,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.00896,0,0,0,0,0,0,0,0,0,2.36878,0,8.71859,8.71859,12.6514
Li10.2(Sn0.2Si0.8)1.2P1.8S12,-2.106793247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404761905,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0.476190476,0,0,0,0.038095238,0,0.00952381,0,0,0,0,0,0,0,0,0,2.7051,0,8.65173,8.65173,12.5349
Li10.35(Sn0.27Si1.08)P1.65S12,-1.958607315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909,0,0,0,0,0,0,0,0,0,0,0.065217391,0,0,0.4743083,0,0,0,0.042687747,0,0.010671937,0,0,0,0,0,0,0,0,0,2.68016,0.0168945,8.67822,8.67822,12.5744
Li10.35Ge1.35P1.65S12,-1.841637508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053149606,0,0,0,0,0,0,0.407480315,0,0,0,0,0,0,0,0,0,0,0.06496063,0,0,0.472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32597,0,8.713,8.713,12.6397
Li10.35Si1.35P1.65S12,-2.187086643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407480315,0,0,0,0,0,0,0,0,0,0,0.06496063,0,0,0.472440945,0,0,0,0.053149606,0,0,0,0,0,0,0,0,0,0,0,2.04489,0,8.68385,8.68385,12.55589
Li10.5(Sn0.2Si0.8)1.5P1.5S12,-2.056011125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0.470588235,0,0,0,0.047058824,0,0.011764706,0,0,0,0,0,0,0,0,0,2.66271,0,8.69204,8.69204,12.6166
Li10Ge0.33Sn0.66P2S12,-2.318758763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.0264,0,0,0,0,0,0,0,0,0,2.41004,0,8.7182,8.7182,12.6876
Li10Ge0.66Sn0.33P2S12,-2.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.0132,0,0,0,0,0,0,0,0,0,2.42557,0,8.7068,8.7068,12.6394
Li10GeP2S12,-1.91721463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32289,0,8.719,8.719,12.639
Li10GeP2S12,-1.609064893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,8.71121,8.71121,12.6078
Li10GeP2S12,-2.119186408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44722,0,8.6877,8.6877,12.5827
Li10SiP2S12,-2.638272164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,1.82111,0.0823346,8.606866817,8.880431479,12.99239267
Li10SnP2S12,-2.15490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,2.72438,0,8.7057,8.7057,12.7389
Li10SnP2S12,-2.400116928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,2.65375,0,8.73685,8.73685,12.7573
Li10SnP2S12,-2.420216403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,2.70859,0,8.7297,8.7297,12.7428
Li11AlP2S12,-3.095825632,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423076923,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76064,0.0815953,9.41637715,7.24119906,7.60859378
Li13.6Si2.8S1.2O16,-6.22184875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404761905,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0.035714286,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,1.96862,0.0522397,7.9418908,10.85342989,12.70702527
Li14Nd5(Si11N19O5)O2F2,-9.769551079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0.24137931,0,0,0,0,0.327586207,0,0,0.086206897,0,0.120689655,0,0,0,0,0,0,0,0.189655172,0,0,0,0,0,0,0,0,0,0,0,3.86736,0,7.6155,17.126,10.123
Li14ZnGe4O16,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.457142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,3.00779,0.0157923,7.78620084,9.10443107,5.53120264
Li17Sb13S28,-8.978810701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482758621,0.224137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4968,0.00712051,12.7298,11.5837,9.2251
Li2(OH)Br,-5.920818754,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90484,0,4.056,4.056,4.056
Li2(PO2N),-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.166666667,0,0,0,0,0.333333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63007,0,9.0692,5.3999,4.6856
Li2.1OH0.9Cl,-7.09420412,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45748,0.150149,10.183387,8.63391246,8.93730608
Li2.2Zn0.1Zr0.9S3,-3.920818754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.14516129,2.71825,0.0392826,6.57173417,10.91295959,17.79654917
Li2.4OH0.6Cl,-7.050609993,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65889,0.079692,5.50864512,7.89894494,7.90392473
Li2.5V2(PO4)3,-6.721246399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0,0,0,0,0,0,0,0,0,0.615384615,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,3.06797,0.036265,8.5539,8.6099,14.72217225
Li2.667Mg0.667P2S6,-5.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236017699,0,0.059026549,0,0,0,0,0,0,0,0,0.17699115,0,0,0.530973451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98002,0.0177516,6.0831,6.0831,6.5863
Li2.7OH0.3Cl,-8.13667714,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56542,0.0896883,7.9517953,9.61482455,9.7955018
Li2.88PO3.73N0.14,-12.85387196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369230769,0,0,0,0,0.017948718,0,0,0,0,0.478205128,0.128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44201,0,10.469,6.1153,4.9195
Li2BaP2O7,-16.79620314,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0.583333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51064,0.0263314,7.147,12.283,14.016
Li2Ca(NH)2,-5.193820026,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.285714286,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70526,0.0484032,4.16675409,4.16675409,4.71277019
Li2CoGe3O8,-10,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40106,0.00398086,8.2098,8.2098,8.2098
Li2CoTi3O8,-10,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,3.30451,0.00614312,8.3766,8.3766,8.3766
Li2CrCl4,-10,0,0,0,0,0,0,0,0,0,0.571428571,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41599,0.0578894,10.162,10.172,7.446
Li2CrTi(PO4)3,-6.355561411,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,2.91458,0.0563375,8.706481621,8.638347942,12.07972992
Li2CrZr(PO4)3,-6.228412519,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,3.01383,0.0602954,9.08529159,5.56349285,5.56349285
Li2FeTi(PO4)3,-6.476253533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,2.9137,0.0574046,8.741586072,8.660645331,12.11974807
Li2FeZr(PO4)3,-6.841637508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,3.04162,0.060928,8.942876748,8.793145599,12.38173794
Li2Ge7O15,-15.30103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666667,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04881,0.0367169,7.473605798,16.98014787,9.852411617
Li2InHf(PO4)3,-7.562249437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53978,0.073338,8.1942874,5.79695869,5.86990783
Li2InTi(PO4)3,-5.080921908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,2.95664,0.0613804,7.24286794,7.38632998,5.12827673
Li2InZr(PO4)3,-7.085128182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.631578947,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,2.48351,0.144304,6.95159169,6.69472227,7.72723661
Li2Mg2(MoO4)3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0.105263158,0,0.157894737,0,0,0,0,0,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0618,0.0269634,5.1167,10.4646,17.6228
Li2MgCl4,-6.20481541,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92012,0.079266,10.401,10.401,10.401
Li2MgTi3O8,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.071428571,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,3.30356,0.00623569,8.3774,8.3774,8.3774
Li2MnCl4,-5.319664487,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86488,0.085078,10.5027,10.5027,10.5027
Li2NaBP2O8,-17.35654732,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0.071428571,0,0,0,0.571428571,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68386,0.0175046,5.4344,7.3793,7.984
Li2NH,-3.595166283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41523,0,7.779047322,3.572851973,4.879701026
Li2OHBr,-6.26760624,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81148,0.0236459,3.95490309,3.95490309,4.18364185
Li2OHCl,-7.148130399,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48392,0.162044,9.427073125,5.433841356,5.79700433
Li2P2S6,-10.1079054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15487,0.0686074,11.11569,7.00704,6.52514
Li2SiS3,-5.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,1.96187,0.0912598,6.74418792,11.62999746,5.9639006
Li2SnS3,-4.823908741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,3.50697,0.00880532,6.3964,11.0864,12.4048
Li2Sr2Al(PO4)3,-10,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.6,0.15,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,3.53076,0.0237739,4.945,22.088,9.83739779
Li2VCl4,-5.158015195,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,1.93465,0.0753316,10.3749,10.3749,10.3749
Li2ZnGe3O8,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,4.42316,0,8.1961,8.1961,8.1961
Li2ZrO3,-9.214670165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,4.16088,0,5.4163,9.0262,5.4156
Li2ZrS3,-5.13667714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,3.08003,0.012857,6.493563689,11.115464,6.418133191
Li3(Mo8S8O8(OH)8(HWO5(H2O)))*(H2O)18,-6.420216403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439252336,0,0,0,0,0,0.028037383,0,0,0,0.074766355,0,0,0,0,0,0.373831776,0,0,0,0.074766355,0,0,0,0,0,0,0,0,0,0,0,0.009345794,0,0,0,3.11584,0.0638929,20.6754,11.1509,14.5769
Li3(NH2)2I,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.1,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38909,0.0874892,7.09109,7.09109,11.50958
Li3.25Ge0.25P0.75S4,-2.692503962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030487805,0,0,0,0,0,0,0.396341463,0,0,0,0,0,0,0,0,0,0,0.091463415,0,0,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89457,0.0854862,7.07829711,10.40025596,9.80584202
Li3.2Ge0.2P0.8O4,-5.943095149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0.390243902,0,0,0,0,0,0,0,0,0,0.487804878,0.097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17686,0.0484091,9.86277476,5.38661518,10.53400098
Li3.2Ge0.2P0.8S4,-3.26760624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0.390243902,0,0,0,0,0,0,0,0,0,0,0.097560976,0,0,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67338,0.145299,8.18247288,8.18247288,15.65403414
Li3.2Ge0.2V0.8O4,-4.721246399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0.390243902,0,0,0,0,0,0,0,0,0,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097560976,0,0,0,0,2.24646,0.0579578,5.4847651,11.23323044,9.34937194
Li3.2PO3.1N0.7,-6.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.0875,0,0,0,0,0.3875,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74783,0.103179,21.70988227,7.54266567,7.54266567
Li3.333Mg0.333P2S6,-7.086186148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284871795,0,0.028461538,0,0,0,0,0,0,0,0,0.170940171,0,0,0.512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98404,0.016863,6.0748,6.0748,6.5954
Li3.4Ge0.4P0.6O4,-5.346787486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.404761905,0,0,0,0,0,0,0,0,0,0.476190476,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36078,0.0307187,5.55675983,8.34102615,10.4768076
Li3.4Ge0.4V0.6O4,-6.051098239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.404761905,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,2.55892,0.0181248,5.63491537,16.68595239,5.61244995
Li3.4Si0.4P0.6S4,-3.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404761905,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0.476190476,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,1.72555,0.102912,9.8210032,10.14010078,9.35386035
Li3.5Ge0.5V0.5O4,-4.15490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0.411764706,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,2.67078,0,5.9551922,5.52284804,5.70514984
Li3.5Zn0.5Ga0.5(PO4)2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0.24137931,0,0,0,0,0,0,0,0,0,0.551724138,0.137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,2.3721,0.017925,10.08925,6.5108,4.935878
Li3.6Ge0.4P0.6S4,-3.654909409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046511628,0,0,0,0,0,0,0.418604651,0,0,0,0,0,0,0,0,0,0,0.069767442,0,0,0.465116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80993,0.104722,10.26719181,11.05858384,10.26719181
