composition,log_target,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c
Li6La2Ca(Nb)2O12,-5.675717545,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69926,0.0352719,5.37470284,5.52869433,11.13838418
Li6La2SrBi2O12,-4.698970004,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,6.69836,0,13.0893,13.0893,13.0893
Li6La2SrNb2O12,-6.2069084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,3.92962,0.0317842,6.05167249,6.05167249,9.17940219
Li6La3Nb1.5Y0.5O12,-3.725842151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.260869565,0,0,0,0,0,0,0.065217391,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0,5.80034,0,12.9136,12.9136,12.9136
Li6La3ZrSbO12,-3.585026652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,4.68911,0,6.73668564,6.73668564,6.73668564
Li6La3ZrTaO12,-3.795880017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0.043478261,4.87262,0.0145261,6.79967305,6.79967305,6.79967305
Li6MgLa2Ta2O12,-6.716698771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0.043478261,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,5.31596,0,7.66326786,5.52656847,6.66954738
Li6MgZrCl12,-4.552841969,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.209199,4.36244,10.37168,10.37168,10.37168
Li6NBr3,-8,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9085,0,8.93896,8.93896,8.93896
Li6NiBr3,-6.823908741,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5585,0.0644987,4.772127,3.76836589,12.27275948
Li6NiCl8,-9.569675406,0,0,0,0,0,0,0,0,0,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36459,0.0402268,10.25527429,10.25527429,10.25527429
Li6P(S4.1Se0.9)Br,-2.417936637,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.315384615,0,0,0.069230769,0,0,0,0,0,0,0,0,0,0,0,0,2.59849,0,10.04186,10.04186,10.04186
Li6P(S4.2Se0.8)Br,-2.458420756,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.323076923,0,0,0.061538462,0,0,0,0,0,0,0,0,0,0,0,0,2.60521,0,10.03322,10.03322,10.03322
Li6P(S4.3Se0.7)Br,-2.521433504,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.330769231,0,0,0.053846154,0,0,0,0,0,0,0,0,0,0,0,0,2.61045,0,10.026507,10.026507,10.026507
Li6P(S4.4Se0.6)Br,-2.555955204,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.338461538,0,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,2.61095,0,10.02587,10.02587,10.02587
Li6P(S4.5Se0.5)Br,-2.571865206,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.346153846,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,2.6174,0,10.01763,10.01763,10.01763
Li6P(S4.6Se0.4)Br,-2.438898616,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.353846154,0,0,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,2.62506,0,10.00787,10.00787,10.00787
Li6P(S4.7Se0.3)Br,-2.441291429,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.361538462,0,0,0.023076923,0,0,0,0,0,0,0,0,0,0,0,0,2.63328,0,9.99745,9.99745,9.99745
Li6P(S4.8Se0.2)Br,-2.406713933,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.369230769,0,0,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,3.16085,0,9.9946,9.9946,9.9946
Li6P(S4.9Se0.1)Br,-2.494850022,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.376923077,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,2.95768,0,9.99022,9.99022,9.99022
Li6P(S4Se)Br,-2.442492798,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.307692308,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,2.89714,0,10.05219,10.05219,10.05219
Li6PO5Cl,-9,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0.384615385,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24631,0,8.2234,8.2234,8.2234
Li6PS5Br,-2.93930216,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93139,0,10.02,10.02,10.02
Li6PS5Br,-3.154281982,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96919,0,9.9773,9.9773,9.9773
Li6PS5Br,-2.557520231,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95962,0,9.98804,9.98804,9.98804
Li6PS5Br,-4.494850022,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52469,0,9.97873,9.97873,9.97873
Li6PS5Br0.25I0.75,-5.326058001,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82616,0.0411683,10.1108,10.1108,10.1108
Li6PS5Br0.5I0.5,-4.581698709,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85464,0,10.109,10.109,10.109
Li6PS5Br0.75I0.25,-3.950781977,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8673,0.0287795,10.036,10.036,10.036
Li6PS5Cl,-2.688246139,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14692,0,9.898,9.898,9.898
Li6PS5Cl,-4.48148606,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75746,0,9.84988,9.84988,9.84988
Li6PS5Cl0.25Br0.75,-2.730487056,0,0,0,0,0,0.057692308,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95319,0.0140458,9.953,9.953,9.953
Li6PS5Cl0.5Br0.5,-2.477555766,0,0,0,0,0,0.038461538,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11216,0,9.952,9.952,9.952
Li6PS5Cl0.75Br0.25,-2.645891561,0,0,0,0,0,0.019230769,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15141,0,9.8911,9.8911,9.8911
Li6PS5I,-5.886056648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78923,0,10.181,10.181,10.181
Li6PS5I,-3.657577319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82208,0,10.14135,10.14135,10.14135
Li6PS5I,-5.899629455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8192,0,10.1448,10.1448,10.1448
Li6SiO4Cl2,-10,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,2.13654,0.00753554,10.5204,6.0756,9.953
Li6Sr0.5Ba0.5La2Ta2O12,-5.092588639,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.02173913,0.086956522,0,0,0,0,0,0,0,4.95614,0.0221463,12.31663848,12.31663848,8.70917535
Li6SrLa2Nb2O12,-5.37675071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,4.26996,0.0163421,8.55565033,5.97292591,5.97292591
Li6SrLa2Sb2O12,-5.200659451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0.086956522,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,5.92734,0,12.8933,12.8933,12.8933
Li6SrLa2Ta2O12,-5.26760624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0,0,0,0,0,0,0,5.53019,0,12.83013,12.83013,12.83013
Li6Zr2O7,-9.283996656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,3.55449,0,10.44,5.991,10.204
Li7.22Si1.5P0.5O8,-6.785156152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419767442,0,0,0,0,0,0,0,0,0,0.465116279,0.029069767,0,0,0,0,0,0,0.087209302,0,0,0,0,0,0,0,0,0,0,0,3.10546,0,5.10536,6.11225,5.29671
Li7BiO6,-5.800000875,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46873,0,5.44268689,5.5071,5.98626141
Li7Ge3PS12,-3.958607315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,0,0,0,0,0,0.304347826,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1629,0,9.80192,9.80192,9.80192
Li7La3Hf2O12,-6.00656377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.125,0.291666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21107,0,13.1056,13.1056,12.6303
Li7La3Ta2O13,-5.576754126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.28,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,5.30712,0.0101675,5.65888927,5.65989209,10.15752072
Li7La3Zr2O12,-5.787812396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.291666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,5.10818,0,13.1279,13.1279,12.6715
Li7La3Zr2O12,-5.705533774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.291666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,5.44453,0,12.9751,12.9751,12.9751
Li7P3S11,-2.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97914,0.0834505,6.0316,12.33974205,12.5303
Li7SbO6,-7.173925197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56006,0,5.385,5.4307,5.8916
Li8GeP4,-4.744727495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0367,0,11.80203,11.80203,11.80203
Li8GeP4,-4.065501549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15926,0,11.7831,11.7831,11.7831
Li8SiP4,-4.346787486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,1.86156,0,11.70737,11.70737,11.70737
Li9.6P3S12,-2.801342913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390243902,0,0,0,0,0,0,0,0,0,0,0.12195122,0,0,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65618,0.134393,5.97551756,12.29320583,12.38298823
Li9.81Sn0.81P2.19S12,-2.259637311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395564516,0,0,0,0,0,0,0,0,0,0,0.088306452,0,0,0.483870968,0,0,0,0,0,0.03266129,0,0,0,0,0,0,0,0,0,2.61427,0,8.73764,8.73764,12.7166
Li9Mg3(PO4)4F3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085714286,0,0,0,0,0,0,0,0,0,0,0.257142857,0,0.085714286,0,0,0,0,0,0,0,0.457142857,0.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7531,0.00736624,12.6159,12.6159,5.0082
Li9SiAlO8,-6.638272164,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,0,0,0,0,0,0,0,0.421052632,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,2.10835,0,5.7827752,5.7827752,5.7827752
LiAlCl4,-6,0,0.166666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97523,0.143558,7.004,6.503,12.996
LiAlGeO4,-10,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37476,0.0259514,13.772,13.772,9.195
LiAlH4,-8.060480747,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916087,0.206181,4.8254,7.804,7.8968
LiAlSb(PO4)3,-7.498940738,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99877,0.0770983,6.56418134,6.12084448,6.54321271
LiAlSi2O6,-8.457685004,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.97705,0.14552,5.061637719,7.736268735,8.745300938
LiAlTa(PO4)3,-6.187086643,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,3.18515,0.0824891,4.70837682,6.99244046,8.32380914
LiB6O9F,-10,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0.529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21306,0.0445988,7.65545,8.53175,10.7894
LiBa2Ti2NbO9,-7,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0.066666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,3.70894,0.0587229,10.70492024,5.44636293,5.44636293
LiBH4,-7.004803708,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694401,0.288248,7.050878759,4.40049829,6.715695959
LiBiO2,-7.420216403,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01187,0.0114349,5.208,18.041,4.999
LiBO2,-8,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22199,0,5.845,4.353,6.454
LiCaTiNbO6,-6.216929275,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,3.82723,0.0117422,3.97659061,5.55659319,5.57264401
LiCe(BH4)3Cl,-3.987162775,0,0,0.166666667,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90195,0.115334,11.72041,11.72041,11.72041
LiClC3H7NO,-3.795880017,0,0,0,0,0,0,0.214285714,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.071428571,0,0,0,0,0.071428571,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30354,0.24679,5.839,6.39,15.961
LiCrSb(PO4)3,-9.447331784,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99395,0.084183,5.90474934,6.13923039,7.15067828
LiF,-13.92960042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51291,0,4.092874214,4.092874214,4.092874214
LiFePO4,-8.958607315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5096,0.0107761,10.40217739,6.067571725,4.73039732
LiFeSb(PO4)3,-5.863279433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33106,0.0611878,8.19511543,5.48321243,5.48321243
LiGa0.5Al0.5GeO4,-10,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30639,0.0266696,13.867,13.867,9.257
LiGaBr4,-5.15490196,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78666,0.0697713,7.416,6.854,13.696
LiGaGeO4,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0164,0.0318544,13.941,13.941,9.302
LiGaO2,-13.61978876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18773,0,5.402,6.372,5.007
