Number,composition,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c,log_target
88,Li1.1SrNb1.9Zr0.1O6F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099099099,0.0,0.0,0.0,0.0,0.0,0.0,0.171171171,0.0,0.0,0.540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009,4.73214,0.0,10.48564,10.48564,10.48564,-10.0
89,Li1.1SrTa1.9Zr0.1O6F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099099099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09009009,0.171171171,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009,6.80136,0.0,10.46491,10.46491,10.46491,-10.0
90,Li1.2Al0.2Ge1.0Ti0.8(PO4)3,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054945055,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043956044,0.0,0.0,0.0,0.0,0.0,1.92211,0.23419,12.69486849,10.75251425,14.82395235,-4.522878745
91,Li1.2Al0.2Ge1.8(PO4)3,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92326,0.0,8.2619,8.2619,20.5656,-4.316052869
92,Li1.2Al0.2Ti1.8(PO4)3,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,3.27676,0.0114625,8.5066,8.5066,20.8259,-3.225483034
93,Li1.2Al0.2Ti1.8(PO4)3,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,2.96164,0.00777272,8.50368,8.50368,20.8138,-2.4710833
94,Li1.2Cr0.2Hf1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17653,0.121416,8.49855349,10.42884586,18.88935923,-6.595166283
95,Li1.2Cr0.2Ti1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,2.08384,0.17795,9.56305395,10.32592138,17.63760939,-4.73754891
96,Li1.2Fe0.2Hf1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76465,0.0735899,9.33674782,16.08092432,9.19067452,-3.769551079
97,Li1.2Fe0.2Ti1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,2.21437,0.152992,32.68802239,5.31256819,8.48826457,-3.454692884
98,Li1.2In0.2Ti1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,2.01873,0.201176,7.53973252,10.3173241,21.86114247,-3.396855627
99,Li1.2Lu0.2Hf1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.065934066,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49869,0.0994086,8.57943522,16.56579473,11.88708633,-4.009217308
100,Li1.2Sc0.2Hf1.8(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38285,0.100099,11.88082182,15.61603984,8.24828356,-4.232102384
101,Li1.2Ti1.8Al0.2(PO4)3,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,3.28905,0.0,8.5022,8.5022,20.7696,-2.316952962
102,Li1.2Ti1.8Sc0.2(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659340659,0.164835165,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098901099,0.0,0.0,0.0,0.0,0.0,3.24581,0.0110296,8.527,8.527,20.924,-4.000869459
103,Li1.3Al0.3Ge1.7(PO4)3,0.0,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092896175,0.0,0.0,0.0,0.0,0.0,0.0,0.071038251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737705,0.163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92346,0.00502108,8.26189,8.26189,20.5646,-4.084072788
104,Li1.3Al0.3Ti1.7(PO4)3,0.0,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071038251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737705,0.163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092896175,0.0,0.0,0.0,0.0,0.0,2.96244,0.00825671,8.50221,8.50221,20.8154,-3.141462802
105,Li1.3Al0.3Ti1.7(PO4)3,0.0,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071038251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737705,0.163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092896175,0.0,0.0,0.0,0.0,0.0,2.95967,0.0119135,8.50029,8.50029,20.8443,-2.946921557
106,Li1.3Al0.3Ti1.7(PO4)3,0.0,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071038251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737705,0.163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092896175,0.0,0.0,0.0,0.0,0.0,2.96388,0.0584032,8.492,8.492,20.862,-2.207608311
107,Li1.3Al0.3Ti1.7(PO4)3,0.0,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071038251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737705,0.163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092896175,0.0,0.0,0.0,0.0,0.0,3.2759,0.00597698,8.50637,8.50637,20.8325,-2.91721463
108,Li1.3Al0.3Ti1.7(PO4)3,0.0,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071038251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737705,0.163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092896175,0.0,0.0,0.0,0.0,0.0,2.95879,0.0124781,8.49625,8.49625,20.8703,-4.425968732
109,Li1.4Al0.4Ge0.8Ti0.8(PO4)3,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478261,0.0,0.0,0.0,0.0,0.0,2.40385,0.123419,12.12625859,12.21526576,12.34587409,-4.22184875
110,Li1.4Al0.4Ge1.0Ti0.6(PO4)3,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054347826,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032608696,0.0,0.0,0.0,0.0,0.0,2.32706,0.139085,8.1608193,14.93852835,12.57270656,-4.096910013
111,Li1.4Al0.4Ge1.2Ti0.4(PO4)3,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065217391,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,2.01273,0.208394,9.46935349,18.93970083,9.46935349,-3.46470588
112,Li1.4Al0.4Ge1.6(PO4)3,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91658,0.00332944,8.25565,8.25565,20.6319,-3.725842151
113,Li1.4Al0.4Ti1.6(PO4)3,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,3.28912,0.0134139,8.49554,8.49554,20.8017,-3.411168274
114,Li1.4Cr0.4Ti1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,2.01736,0.195156,15.58842102,11.06409251,10.16425814,-3.823908741
115,Li1.4Fe0.4Ti1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,2.2252,0.147843,8.16790225,9.8495836,19.69269207,-3.413412695
116,Li1.4In0.4Hf1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.02173913,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50582,0.196439,8.77882347,12.30228375,20.62022861,-3.847711656
117,Li1.4In0.4Ti1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,2.0724,0.194992,12.75389017,8.09244264,17.27358495,-3.522878745
118,Li1.4La0.4Ti1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,2.35157,0.139634,11.62118459,11.64400235,12.5130614,-3.303643611
119,Li1.4Lu0.4Hf1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.076086957,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566,0.0905273,13.78943327,9.53483959,14.68775403,-4.68613278
120,Li1.4S2.2P0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,0.0,0.523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49834,0.218869,8.14794032,8.18721964,8.21139153,-4.363512104
121,Li1.4Sc0.4Hf1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73927,0.159765,11.4273337,9.75135079,17.56609697,-4.209714836
122,Li1.4Sc0.4Ti1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,2.17945,0.15347,10.27858465,12.01031884,12.01031884,-3.288192771
123,Li1.4Ti1.6In0.4P3O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.0,2.27938,0.148935,17.56334482,11.62549804,7.97951878,-3.721246399
124,Li1.4Y0.4Hf1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.0,3.1554,0.11539,10.50615639,13.6016492,13.21832185,-4.679853714
125,Li1.4Y0.4Ti1.6(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652173913,0.163043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.02173913,0.0,0.0,2.29941,0.13921,12.16974501,7.7664692,16.57789926,-3.214670165
126,Li1.5Al0.5Ge1.5(PO4)3,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91183,0.00533766,8.25658,8.25658,20.6523,-3.473660723
127,Li1.5Al0.5Ge1.5(PO4)3,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57996,0.0432184,8.275,8.275,20.512,-3.721246399
128,Li1.5Al0.5Ti1.5(PO4)3,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,3.13207,0.014061,8.49409,8.49409,20.7921,-3.605548319
129,Li1.5Cr0.5Hf1.5(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75489,0.154532,10.4446113,8.91264159,7.96804367,-6.928117993
130,Li1.5Cr0.5Ti1.5(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,2.61244,0.0792514,9.74796718,5.59553615,9.74796718,-3.407823243
131,Li1.5Fe0.5Ti1.5(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,3.67411,0.0,8.54509,8.54509,20.87683,-3.759450752
132,Li1.5Ga0.5Ge1.5(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52499,0.123676,10.16787323,5.22053482,11.81797948,-3.931814138
133,Li1.5Hf1.5Al0.5P3O12,0.0,0.027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42387,0.0822754,8.91490671,9.06179491,7.29913646,-3.958607315
134,Li1.5In0.5Ge1.5(PO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,0.027027027,0.0,0.0,0.081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648648649,0.162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92857,0.0842526,9.35706659,10.01462225,5.58675116,-5.240332155
