Number,composition,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c,log_target
284,Li4GeS2Se2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.0,0.0,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28783,0.0323189,14.40259,7.9744,6.30594,-4.552841969
285,Li4GeS3Se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37982,0.0270272,14.25036,7.85208,6.22238,-5.070581074
286,Li4GeS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33381,0.045085,14.0658,7.75102,6.14973,-6.698970004
287,Li4GeSe4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72477,0.0215798,14.59532,8.22373,6.49299,-5.301029996
288,Li4GeSSe3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20025,0.0371503,14.47728,8.11467,6.41034,-4.823908741
289,Li4Nd3TeSbO12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,0.571428571,0.0,0.0,0.0,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,6.50165,0.0,12.62138,12.62138,12.62138,-8.060480747
290,Li4P2O7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538461538,0.153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34938,0.037993,5.1858,7.10673299,8.5632,-10.0
291,Li4P2S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21939,0.0341986,6.0774,6.0774,6.5988,-6.623423043
292,Li4PS4I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8752,0.0,8.48285,8.48285,5.93013,-3.920818754
293,Li4SiO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14375,0.359029,10.86754748,5.719145941,15.71330259,-9.698970004
294,Li4SiS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58387,0.226168,6.1241,7.7675,6.8934,-7.798602876
295,Li4SnS2Se2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.0,0.0,0.222222222,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44204,0.0492294,14.6276,8.07968,6.48252,-4.443697499
296,Li4SnS3Se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.111111111,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67106,0.0222383,14.0934,8.07139,6.46112,-4.124938737
297,Li4SnS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80231,0.0236947,13.812,7.9624,6.37,-4.15490196
298,Li4SnSe4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80035,0.0316971,14.98259,8.25908,6.6279,-7.346787486
299,Li4SnSe4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79074,0.0332969,14.931,8.2217,6.5989,-4.698970004
300,Li4SnSSe3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,0.333333333,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35919,0.0589355,14.8164,8.16696,6.55387,-6.022276395
301,Li4Sr3Nb5.77Fe0.23O19.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007012195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12195122,0.0,0.0,0.0,0.0,0.0,0.0,0.175914634,0.0,0.0,0.602743902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39631,0.0,3.9585,3.9585,25.915,-10.0
302,Li4Sr3Nb6O20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.0,0.0,0.606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38516,0.0,3.953,3.953,26.041,-10.0
303,Li4Zn(PO4)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,2.88602,0.0336034,8.1199,10.24192,8.10549,-17.25570702
304,Li4Zn(PO4)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,2.29686,0.011642,10.2975,6.5021,5.00116,-10.0
305,Li5.2La3Nb1.9Y0.1O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135135135,0.234234234,0.0,0.0,0.0,0.0,0.0,0.0,0.085585586,0.0,0.0,0.540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004504505,0.0,0.0,5.9261,0.0,12.8216,12.8216,12.8216,-4.194499142
306,Li5.3La3Ta1.85Sm0.15O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134529148,0.237668161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538116592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006726457,0.0,0.0,0.082959641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05368,0.0,12.8108,12.8108,12.8108,-5.148130399
307,Li5.4La3Nb1.8Y0.2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133928571,0.241071429,0.0,0.0,0.0,0.0,0.0,0.0,0.080357143,0.0,0.0,0.535714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571,0.0,0.0,5.91364,0.0,12.8306,12.8306,12.8306,-4.171340103
308,Li5.5La2.75K0.25Nb2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111,0.122222222,0.244444444,0.0,0.0,0.0,0.0,0.0,0.0,0.088888889,0.0,0.0,0.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06115,0.0243379,14.89244002,13.28078561,6.73604142,-4.974694135
309,Li5.5La3Nb1.75In0.25O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111,0.0,0.133333333,0.244444444,0.0,0.0,0.0,0.0,0.0,0.0,0.077777778,0.0,0.0,0.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31836,0.0263896,10.37670698,5.75660173,22.02826654,-4.619788758
310,Li5.5La3Nb1.75Y0.25O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333,0.244444444,0.0,0.0,0.0,0.0,0.0,0.0,0.077777778,0.0,0.0,0.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111,0.0,0.0,5.87564,0.0,12.8582,12.8582,12.8582,-4.037157319
311,Li5.5La3Ta1.75Sm0.25O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333,0.244444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111,0.0,0.0,0.077777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03752,0.0,12.8206,12.8206,12.8206,-5.286509457
312,Li5.70La3Ta1.65Sm0.35O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13215859,0.251101322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528634361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015418502,0.0,0.0,0.072687225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02058,0.0,12.8309,12.8309,12.8309,-4.66756154
313,Li5.74La3Zr1.5Ta0.5O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13215859,0.252863436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528634361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022026432,0.0,0.0,0.0,0.0,0.0,0.0,0.066079295,5.50081,0.0,12.9307,12.9307,12.9307,-3.04431225
314,Li5.90La3Ta1.55Sm0.45O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131004367,0.257641921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524017467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019650655,0.0,0.0,0.06768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99536,0.0,12.8463,12.8463,12.8463,-4.928117993
315,Li51.2Al1.6La24Zr16O96,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127118644,0.271186441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084745763,7.44127,0.0,12.959,12.959,12.959,-3.595166283
316,Li5AlO4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25176,0.0,8.947,9.12,9.087,-9.301029996
317,Li5AlS4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87832,0.00547296,6.2488,7.8369,6.8583,-8.853871964
318,Li5BiO5,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64405,0.0,9.964,4.148,5.9409,-8.408935393
319,Li5GaO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9147,0.0,9.094,9.202,9.173,-8.301029996
320,Li5La3Bi2O12,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73549,0.0,13.0652,13.0652,13.0652,-4.721246399
321,Li5La3Nb2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30037,0.0,12.797,12.797,12.797,-5.096910013
322,Li5La3Nb2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96409,0.0,12.79432,12.79432,12.79432,-5.294136288
323,Li5La3Sb2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97824,0.0,12.8566,12.8566,12.8566,-5.107905397
324,Li5La3Sb2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99214,0.0,12.84665,12.84665,12.84665,-5.477555766
325,Li5La3Ta2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04246,0.0,12.8176,12.8176,12.8176,-5.179798541
326,Li5La3Ta2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33387,0.00796038,12.823,12.823,12.823,-4.468521083
327,Li5La3Ta2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04246,0.0,12.8176,12.8176,12.8176,-4.798602876
328,Li5Nd3Sb2O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636,0.0,0.545454545,0.0,0.0,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36228,0.0,12.66238,12.66238,12.66238,-6.886056648
329,Li5NI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99267,0.0433793,4.105994295,6.537592263,12.50655499,-6.823908741
330,Li5PS4(BH4)2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27114,0.192442,6.07293952,7.23288379,7.41239898,-2.099086932
331,Li6(La2Ca)(NbO6)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.52173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7979,0.0,12.72185,12.72185,12.72185,-5.876148359
332,Li6(La2Sr)(NbO6)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.086956522,0.0,0.0,0.52173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65148,0.0,12.83078,12.83078,12.83078,-5.432973634
333,Li6.025P0.975Si0.025S5Br,0.0,0.0,0.0,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.384615385,0.0,0.0,0.0,0.001923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96508,0.0,9.9819,9.9819,9.9819,-3.056505484
